Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
impfungen_table,anamnese_risikofaktoren,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 30%; text-align: center;"">Impfung</td><td style=""width: 40%; text-align: center;"">Durchgeführt</td><td style=""width: 30%; text-align: center;"">Datum</td></tr><tr><td style=""width: 30%; text-align: left;"">Influenza</td><td style=""width: 40%; text-align: center;"">{impfungen_influenza}</td><td style=""width: 30%; text-align: right;"">{impfungen_influenza_datum}</td></tr><tr><td style=""width: 30%; text-align: left;"">Pneumokokken</td><td style=""width: 40%; text-align: center;"">{impfungen_pneumokokken}</td><td style=""width: 30%; text-align: right;"">{impfungen_pneumokokken_datum}</td></tr><tr><td style=""width: 30%; text-align: left;"">BCG (Bacillus Calmette-Guérin)</td><td style=""width: 40%; text-align: center;"">{impfungen_bcg}</td><td style=""width: 30%; text-align: right;"">{impfungen_bcg_datum}</td></tr><tr><td style=""width: 30%; text-align: left;"">COVID-19</td><td style=""width: 40%; text-align: center;"">{impfungen_covid_19}</td><td style=""width: 30%; text-align: right;"">{impfungen_covid_19_datum}</td></tr><tr><td style=""width: 30%; text-align: left;"">Andere</td><td style=""width: 40%; text-align: center;"">{impfungen_andere}</td><td style=""width: 30%; text-align: right;"">{impfungen_andere_datum}</td></tr></tbody></table></div>",,,,,,,,,,,,,
impfungen_influenza_datum,anamnese_risikofaktoren,,text,Influenza Datum,,DD-MM-YYYY,date_dmy,,,,"[impfungen_influenza] = ""2.16.840.1.113883.6.96_6142004__2.16.840.1.113883.6.96_836377006__2.16.840.1.113883.6.96_410605003""",,,,,,
impfungen_pneumokokken_datum,anamnese_risikofaktoren,,text,Pneumokokken Datum,,DD-MM-YYYY,date_dmy,,,,"[impfungen_pneumokokken] = ""2.16.840.1.113883.6.96_16814004__2.16.840.1.113883.6.96_836398006__2.16.840.1.113883.6.96_410605003""",,,,,,
impfungen_bcg_datum,anamnese_risikofaktoren,,text,Tuberkulose Datum,,DD-MM-YYYY,date_dmy,,,,"[impfungen_bcg] = ""2.16.840.1.113883.6.96_56717001__2.16.840.1.113883.6.96_836402002__2.16.840.1.113883.6.96_410605003""",,,,,,
impfungen_covid_19_datum,anamnese_risikofaktoren,,text,COVID-19 Datum,,DD-MM-YYYY,date_dmy,,,,"[impfungen_covid_19] = ""2.16.840.1.113883.6.96_840539006__2.16.840.1.113883.6.96_1119349007__2.16.840.1.113883.6.96_410605003""",,,,,,
impfungen_andere_datum,anamnese_risikofaktoren,,text,Andere Datum,,DD-MM-YYYY,date_dmy,,,,"[impfungen_andere] = ""2.16.840.1.113883.6.96_64572001__NoCodeSystem_NoCode__2.16.840.1.113883.6.96_410605003""",,,,,,
impfungen_andere_textfeld,anamnese_risikofaktoren,,text,"<div align = ""right"">Bitte spezifieren:</div>",,,,,,,"[impfungen_andere] = ""2.16.840.1.113883.6.96_64572001__NoCodeSystem_NoCode__2.16.840.1.113883.6.96_410605003""",,RH,,,,
dnranordnung_code,anamnese_risikofaktoren,DNR-Anordnung,text,2.16.840.1.113883.6.96_304251008,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.96_304251008"""
dnranordnung,anamnese_risikofaktoren,DNR-Anordnung,dropdown,Liegen Informationen zur DNR-Anordnung vor?,"2.16.840.1.113883.6.96_304252001,Ja, Wiederbelebung | 2.16.840.1.113883.6.96_304253006,Ja, keine Wiederbelebung | 2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,,,,,,,
bildgebende_verfahren_code,bildgebung,Bildgebende Verfahren,text,2.16.840.1.113883.6.96_363679005,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.96_363679005"""
bildgebende_verfahren,bildgebung,Bildgebende Verfahren,dropdown,Bildgebende Verfahren der Lunge im Rahmen von COVID-19,"1,Ja | 2,Nein | 3,Unbekannt",,,,,,,,,,,,
bildgebende_verfahren_ct,bildgebung,,dropdown,Computertomographie,"1.2.840.10008.2.16.4_CT__2.16.840.1.113883.6.96_77477000__2.16.840.1.113883.6.96_410605003,Ja | 1.2.840.10008.2.16.4_CT__2.16.840.1.113883.6.96_77477000__2.16.840.1.113883.6.96_410594000,Nein | 1.2.840.10008.2.16.4_CT__2.16.840.1.113883.6.96_77477000__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[bildgebende_verfahren] = ""1""",,,,,,
bildgebende_verfahren_roentgen,bildgebung,,dropdown,Röntgen,"1.2.840.10008.2.16.4_RG__2.16.840.1.113883.6.96_168537006__2.16.840.1.113883.6.96_410605003,Ja | 1.2.840.10008.2.16.4_RG__2.16.840.1.113883.6.96_168537006__2.16.840.1.113883.6.96_410594000,Nein | 1.2.840.10008.2.16.4_RG__2.16.840.1.113883.6.96_168537006__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[bildgebende_verfahren] = ""1""",,,,,,
bildgebende_verfahren_us,bildgebung,,dropdown,Ultraschall,"1.2.840.10008.2.16.4_US__2.16.840.1.113883.6.96_16310003__2.16.840.1.113883.6.96_410605003,Ja | 1.2.840.10008.2.16.4_US__2.16.840.1.113883.6.96_16310003__2.16.840.1.113883.6.96_410594000,Nein | 1.2.840.10008.2.16.4_US__2.16.840.1.113883.6.96_16310003__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[bildgebende_verfahren] = ""1""",,,,,,
befund_bildgebender_verfahren_code,bildgebung,Befund bildgebender Verfahren,text,2.16.840.1.113883.6.96_118247008,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.96_118247008"""
befund_bildgebender_verfahren_ct,bildgebung,,dropdown,Computertomographie - Befund,"2.16.840.1.113883.6.96_118247008COLONLBRACKET363713009EQUAL373068000RBRACKET,Unspezifischer Befund | 2.16.840.1.113883.6.96_118247008COLONLBRACKET363713009EQUAL263654008COMMA42752001EQUAL840539006RBRACKET,COVID-19-typischer Befund | 2.16.840.1.113883.6.96_118247008COLONLBRACKET363713009EQUAL17621005RBRACKET,Normalbefund",,,,,,"[bildgebende_verfahren_ct] = ""1.2.840.10008.2.16.4_CT__2.16.840.1.113883.6.96_77477000__2.16.840.1.113883.6.96_410605003""",,,,,,
befund_bildgebender_verfahren_roentgen,bildgebung,,dropdown,Röntgen - Befund,"2.16.840.1.113883.6.96_118247008COLONLBRACKET363713009EQUAL373068000RBRACKET,Unspezifischer Befund | 2.16.840.1.113883.6.96_118247008COLONLBRACKET363713009EQUAL263654008COMMA42752001EQUAL840539006RBRACKET,COVID-19-typischer Befund | 2.16.840.1.113883.6.96_118247008COLONLBRACKET363713009EQUAL17621005RBRACKET,Normalbefund",,,,,,"[bildgebende_verfahren_roentgen] = ""1.2.840.10008.2.16.4_RG__2.16.840.1.113883.6.96_168537006__2.16.840.1.113883.6.96_410605003""",,,,,,
befund_bildgebender_verfahren_us,bildgebung,,dropdown,Ultraschall - Befund,"2.16.840.1.113883.6.96_118247008COLONLBRACKET363713009EQUAL373068000RBRACKET,Unspezifischer Befund | 2.16.840.1.113883.6.96_118247008COLONLBRACKET363713009EQUAL263654008COMMA42752001EQUAL840539006RBRACKET,COVID-19-typischer Befund | 2.16.840.1.113883.6.96_118247008COLONLBRACKET363713009EQUAL17621005RBRACKET,Normalbefund",,,,,,"[bildgebende_verfahren_us] = ""1.2.840.10008.2.16.4_US__2.16.840.1.113883.6.96_16310003__2.16.840.1.113883.6.96_410605003""",,,,,,
bildgebung_table,bildgebung,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33%; text-align: center;"">Verfahren</td><td style=""width: 42%; text-align: center;"">Durchgeführt</td><td style=""width: 25%; text-align: center;"">Befund</td></tr><tr><td style=""width: 33%; text-align: left;"">Computertomographie</td><td style=""width: 42%; text-align: center;"">{bildgebende_verfahren_ct}</td><td style=""width: 25%; text-align: right;"">{befund_bildgebender_verfahren_ct}</td></tr><tr><td style=""width: 33%; text-align: left;"">Röntgen</td><td style=""width: 42%; text-align: center;"">{bildgebende_verfahren_roentgen}</td><td style=""width: 25%; text-align: right;"">{befund_bildgebender_verfahren_roentgen}</td></tr><tr><td style=""width: 33%; text-align: left;"">Ultraschall</td><td style=""width: 42%; text-align: center;"">{bildgebende_verfahren_us}</td><td style=""width: 25%; text-align: right;"">{befund_bildgebender_verfahren_us}</td></tr></tbody></table></div>",,,,,,,[bildgebende_verfahren] = 1,,,,,,
geburtsdatum_code,demographie,Geburtsdatum,text,2.16.840.1.113883.6.1_21112-8__2.16.840.1.113883.6.96_184099003,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_21112-8__2.16.840.1.113883.6.96_184099003"""
geburtsdatum,demographie,Geburtsdatum,text,Geburtsdatum,,DD-MM-YYYY,date_dmy,1900-01-01,,y,,,,,,,@HIDEBUTTON
ethnische_zugehorigkeit_code,demographie,Ethnische Zugehörigkeit,text,2.16.840.1.113883.6.96_372148003,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.96_372148003"""
ethnische_zugehorigkeit,demographie,Ethnische Zugehörigkeit,dropdown,Ethnische Zugehörigkeit,"2.16.840.1.113883.6.96_14045001,Kaukasisch | 2.16.840.1.113883.6.96_18167009,Afrikanisch | 2.16.840.1.113883.6.96_315280000,Asiatisch | 2.16.840.1.113883.6.96_90027003,Arabisch | 2.16.840.1.113883.6.238_2135-2,Lateinamerikanisch | 2.16.840.1.113883.6.96_186019001,Gemischte ethnische Zugehörigkeit | NoCodeSystem_NoCode,Andere",,,,,,,,,,,,
biologisches_geschlecht_code,demographie,Biologisches Geschlecht,text,2.16.840.1.113883.6.1_76689-9,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_76689-9"""
biologisches_geschlecht,demographie,Biologisches Geschlecht,dropdown,Biologisches Geschlecht,"2.16.840.1.113883.4.642.4.2_male,Männlich | 2.16.840.1.113883.4.642.4.2_female,Weiblich | 1.2.276.0.76.5.483_X,Unbestimmt | 1.2.276.0.76.5.483_D,Divers | 2.16.840.1.113883.4.642.4.2_unknown,Unbekannt",,,,,,,,,,,,
schwangerschaft_code,demographie,Schwangerschaft,text,2.16.840.1.113883.6.1_82810-3,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_82810-3"""
schwangerschaft,demographie,Schwangerschaft,dropdown,Liegt eine Schwangerschaft vor?,"2.16.840.1.113883.6.1_LA15173-0__2.16.840.1.113883.6.96_77386006,Ja | 2.16.840.1.113883.6.1_LA26683-5__2.16.840.1.113883.6.96_60001007,Nein | 2.16.840.1.113883.6.1_LA4489-6__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[biologisches_geschlecht] = ""2.16.840.1.113883.4.642.4.2_female""",,,,,,
alter_code,demographie,Alter,text,2.16.840.1.113883.6.1_30525-0__2.16.840.1.113883.6.96_424144002,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_30525-0__2.16.840.1.113883.6.96_424144002"""
alter,demographie,Alter,calc,Alter bei Studieneinschluss in Jahren,"round(datediff([aufnahmedatum], [geburtsdatum], ""y""), 0)",Automatisch berechnet aus Geburtsdatum und Aufnahmedatum.,,,,,,,,,,,
frailtyscore_code,demographie,Frailty-Score,text,2.16.840.1.113883.6.96_763264000,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.96_763264000"""
frailtyscore,demographie,Frailty-Score,dropdown,Frailty-Score vor Aufnahme,"2.25.289763784830452322853973378638183835703_1,Sehr fit | 2.25.289763784830452322853973378638183835703_2,Durchschnittlich aktiv | 2.25.289763784830452322853973378638183835703_3,Gut zurechtkommend | 2.25.289763784830452322853973378638183835703_4,Vulnerabel | 2.25.289763784830452322853973378638183835703_5,Geringgradig schwach | 2.25.289763784830452322853973378638183835703_6,Mittelgradig schwach | 2.25.289763784830452322853973378638183835703_7,Ausgeprägt schwach | 2.25.289763784830452322853973378638183835703_8,Extrem schwach | 2.25.289763784830452322853973378638183835703_9,Terminal erkrankt",,,,,,,,,,,,
demographie_table,demographie,Körpergewicht und -größe,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%; text-align: center;"">Feld</td><td style=""width: 33.3333%; text-align: center;"">Wert</td><td style=""width: 33.3333%; text-align: center;"">Einheit</td></tr><tr><td style=""width: 33.3333%; text-align: left;"">Körpergewicht</td><td style=""width: 33.3333%; text-align: center;"">{gewicht}</td><td style=""width: 33.3333%; text-align: left;"">{gewicht_unit}</td></tr><tr><td style=""width: 33.3333%; text-align: left;"">Körpergröße</td><td style=""width: 33.3333%; text-align: center;"">{korpergrose}</td><td style=""width: 33.3333%; text-align: left;"">{korpergrose_unit}</td></tr></tbody></table></div>",,,,,,,,,,,,,
gewicht_unit,demographie,Gewicht,dropdown,Körpergewicht Einheit,"1,kg",,,,,,,,,,,,"@DEFAULT=""1""@READONLY"
gewicht_code,demographie,,text,2.16.840.1.113883.6.1_29463-7__2.16.840.1.113883.6.96_27113001,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_29463-7__2.16.840.1.113883.6.96_27113001"""
gewicht,demographie,,text,Körpergewicht,,kg,integer,0,200,,,,,,,,
korpergrose_unit,demographie,Körpergröße,dropdown,Körpergröße Einheit,"1,cm",,,,,,,,,,,,"@DEFAULT=""1""@READONLY"
korpergrose_code,demographie,,text,2.16.840.1.113883.6.1_8302-2__2.16.840.1.113883.6.96_50373000,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_8302-2__2.16.840.1.113883.6.96_50373000"""
korpergrose,demographie,,text,Körpergröße,,cm,integer,0,220,,,,,,,,
kontakt_mit_an_covid19_erkrankter_personq_code,epidemiologische_faktoren,Kontakt mit an COVID-19 erkrankter Person?,text,2.16.840.1.113883.6.1_88636-6,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_88636-6"""
kontakt_mit_an_covid19_erkrankter_personq,epidemiologische_faktoren,Kontakt mit an COVID-19 erkrankter Person?,dropdown,Hatte der / die Patient*in in den letzten 14 Tagen vor Beginn seiner / ihrer Beschwerden wissentlich Kontakt mit einer wahrscheinlich oder nachgewiesenermaßen an COVID-19 erkrankten Person?,"2.16.840.1.113883.6.96_840546002,Ja | 2.16.840.1.113883.6.96_373067005,Nein | 2.16.840.1.113883.4.642.4.1048_unknown,Unbekannt",,,,,,,,,,,,
komplikation_code,komplikationen,Komplikation,text,2.16.840.1.113883.6.96_116223007,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.96_116223007"""
komplikation,komplikationen,Komplikation,dropdown,Komplikationen im Rahmen von COVID-19,"1,Ja | 2,Nein | 3,Unbekannt",,,,,,,,,,,,
komplikation_thrombembolische_ereignisse,komplikationen,,dropdown,Thrombembolische Ereignisse,"1.2.276.0.76.5.502_I82.9__2.16.840.1.113883.6.96_371039008__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_I82.9__2.16.840.1.113883.6.96_371039008__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_I82.9__2.16.840.1.113883.6.96_371039008__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[komplikation] = ""1""",,,,,,
komplikation_venoese_thrombose,komplikationen,,dropdown,Venöse Thrombose,"1.2.276.0.76.5.502_I82.9__2.16.840.1.113883.6.96_111293003__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_I82.9__2.16.840.1.113883.6.96_111293003__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_I82.9__2.16.840.1.113883.6.96_111293003__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[komplikation] = 1 and [komplikation_thrombembolische_ereignisse] = ""1.2.276.0.76.5.502_I82.9__2.16.840.1.113883.6.96_371039008__2.16.840.1.113883.6.96_410605003""",,,,,,
komplikation_lungenarterienembolie,komplikationen,,dropdown,Lungenarterienembolie,"1.2.276.0.76.5.502_I26.9__2.16.840.1.113883.6.96_59282003__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_I26.9__2.16.840.1.113883.6.96_59282003__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_I26.9__2.16.840.1.113883.6.96_59282003__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[komplikation] = 1 and [komplikation_thrombembolische_ereignisse] = ""1.2.276.0.76.5.502_I82.9__2.16.840.1.113883.6.96_371039008__2.16.840.1.113883.6.96_410605003""",,,,,,
komplikation_stroke,komplikationen,,dropdown,Schlaganfall,"1.2.276.0.76.5.502_I64__2.16.840.1.113883.6.96_230690007__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_I64__2.16.840.1.113883.6.96_230690007__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_I64__2.16.840.1.113883.6.96_230690007__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[komplikation] = 1 and [komplikation_thrombembolische_ereignisse] = ""1.2.276.0.76.5.502_I82.9__2.16.840.1.113883.6.96_371039008__2.16.840.1.113883.6.96_410605003""",,,,,,
komplikation_myokardinfarkt,komplikationen,,dropdown,Myokardinfarkt,"1.2.276.0.76.5.502_I21.9__2.16.840.1.113883.6.96_22298006__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_I21.9__2.16.840.1.113883.6.96_22298006__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_I21.9__2.16.840.1.113883.6.96_22298006__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[komplikation] = 1 and [komplikation_thrombembolische_ereignisse] = ""1.2.276.0.76.5.502_I82.9__2.16.840.1.113883.6.96_371039008__2.16.840.1.113883.6.96_410605003""",,,,,,
komplikation_andere,komplikationen,,dropdown,Andere,"1.2.276.0.76.5.502_I82.9__2.16.840.1.113883.6.96_371039008__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_I82.9__2.16.840.1.113883.6.96_371039008__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_I82.9__2.16.840.1.113883.6.96_371039008__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[komplikation] = 1 and [komplikation_thrombembolische_ereignisse] = ""1.2.276.0.76.5.502_I82.9__2.16.840.1.113883.6.96_371039008__2.16.840.1.113883.6.96_410605003""",,,,,,
komplikation_andere_textfeld,komplikationen,,text,"<div align = ""right"">Bitte spezifieren:</div>",,,,,,,"[komplikation_andere] = ""1.2.276.0.76.5.502_I82.9__2.16.840.1.113883.6.96_371039008__2.16.840.1.113883.6.96_410605003""",,RH,,,,
komplikation_pulmonale_co_infektionen,komplikationen,,dropdown,Pulmonale Koinfektionen,"1.2.276.0.76.5.502_J18.9__2.16.840.1.113883.6.96_128601007__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_J18.9__2.16.840.1.113883.6.96_128601007__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_J18.9__2.16.840.1.113883.6.96_128601007__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[komplikation] = ""1""",,,,,,
komplikation_blutstrominfektionen,komplikationen,,dropdown,Blutstrominfektionen,"1.2.276.0.76.5.502_A41.9__2.16.840.1.113883.6.96_434156008__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.502_A41.9__2.16.840.1.113883.6.96_434156008__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.502_A41.9__2.16.840.1.113883.6.96_434156008__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[komplikation] = ""1""",,,,,,
labor_datum,laborwerte,,text,Untersuchungsdatum,,DD-MM-YYYY HH:MM,datetime_dmy,,,,,,,,,,
crp_code,laborwerte,C-reaktives Protein,text,2.16.840.1.113883.6.1_48421-2__2.16.840.1.113883.6.1_71426-1__2.16.840.1.113883.6.1_76486-0__2.16.840.1.113883.6.1_30522-7__2.16.840.1.113883.6.1_1988-5__2.16.840.1.113883.6.1_76485-2,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_48421-2__2.16.840.1.113883.6.1_71426-1__2.16.840.1.113883.6.1_76486-0__2.16.840.1.113883.6.1_30522-7__2.16.840.1.113883.6.1_1988-5__2.16.840.1.113883.6.1_76485-2"""
